rollnumber,firstname,last name,dateof birth,gender,gpa,attendence
135014,Cecilia,D,9/16/1991,male ,4,84
135018,Blythe,E,9/17/1991,female,4,24
135022,Charde,F,9/18/1991,male,3,18
135026,Hayfa,G,9/19/1991,male ,4,66
135030,Imani,H,9/20/1991,female,3,91
135034,Cassady,I,9/21/1991,male,4,85
135038,Kerry,J,9/22/1991,male ,3,52
135042,Brynne,K,9/23/1991,female,3,99
135046,Kelsey,L,9/24/1991,male,5,53
135050,Tara,M,9/25/1991,male ,4,90
135054,Lynn,N,9/26/1991,female,4,77
135058,Alana,O,9/27/1991,male,3,53
135062,Sonia,P,9/28/1991,male ,4,48
135066,Tanya,Q,9/29/1991,female,3,79
135070,Idona,R,9/30/1991,male,4,25
135074,Deirdre,S,10/1/1991,male ,4,43
135078,Naomi,T,10/2/1991,female,4,19
135082,Deirdre,U,10/3/1991,male,4,61
135086,Regina,V,10/4/1991,male ,5,34
135090,Nomlanga,W,10/5/1991,female,4,56
135094,Zelda,X,10/6/1991,male,3,99
135098,Ursa,Y,10/7/1991,male ,4,79
135102,Kiayada,Z,10/8/1991,female,3,30
135106,Nicole,A,10/9/1991,male,3,18
135110,Xaviera,B,10/10/1991,male ,4,36
135114,Zelenia,C,10/11/1991,female,4,32
135118,Phoebe,D,10/12/1991,male,3,17
135122,Shay,E,10/13/1991,male ,5,36
135126,Shaeleigh,F,10/14/1991,female,5,73
135130,Idona,G,10/15/1991,male,5,18
135134,Neve,H,10/16/1991,male ,4,97
135138,Ciara,I,10/17/1991,female,3,71
135142,Laurel,J,10/18/1991,male,3,60
135146,Ignacia,K,10/19/1991,male ,5,81
135150,Aphrodite,L,10/20/1991,female,3,89
135154,Gay,M,10/21/1991,male,5,61
135158,Ruth,N,10/22/1991,male ,3,21
135162,Indira,O,10/23/1991,female,4,97
135166,Rinah,P,10/24/1991,male,5,19
135170,Eve,Q,10/25/1991,male ,4,42
135174,Nicole,R,10/26/1991,female,5,89
135178,Freya,S,10/27/1991,male,5,91
135182,Cara,T,10/28/1991,male ,3,43
135186,Rana,U,10/29/1991,female,5,53
135190,Anika,V,10/30/1991,male,5,45
135194,Avye,W,10/31/1991,male ,4,66
135198,Robin,X,11/1/1991,female,5,42
135202,Astra,Y,11/2/1991,male,4,57
135206,Freya,Z,11/3/1991,male ,3,14
135210,Sacha,A,11/4/1991,female,3,77
135214,Madonna,B,11/5/1991,male,3,93
135218,Noelle,C,11/6/1991,male ,4,87
135222,Kay,D,11/7/1991,female,5,21
135226,Pearl,E,11/8/1991,male,4,52
135230,Genevieve,F,11/9/1991,male ,4,25
135234,Madonna,G,11/10/1991,female,3,78
135238,Eden,H,11/11/1991,male,3,31
135242,Anne,I,11/12/1991,male ,3,87
135246,Rana,J,11/13/1991,female,4,65
135250,Calista,K,11/14/1991,male,5,80
135254,Yoko,L,11/15/1991,male ,5,10
135258,Summer,M,11/16/1991,female,3,68
135262,Karen,N,11/17/1991,male,4,67
135266,Giselle,O,11/18/1991,male ,3,90
135270,Reagan,P,11/19/1991,female,4,79
135274,Naida,Q,11/20/1991,male,4,39
135278,Jordan,R,11/21/1991,male ,3,82
135282,Medge,S,11/22/1991,female,4,66
135286,Celeste,T,11/23/1991,male,5,11
135290,Melissa,U,11/24/1991,male ,5,97
135294,Madeline,V,11/25/1991,female,4,96
135298,Jena,W,11/26/1991,male,5,42
135302,Lee,X,11/27/1991,male ,3,11
135306,Cora,Y,11/28/1991,female,4,48
135310,Scarlett,Z,11/29/1991,male,4,83
135314,Phyllis,A,11/30/1991,male ,5,25
135318,Alma,B,12/1/1991,female,3,60
135322,Brielle,C,12/2/1991,male,4,23
135326,Melinda,D,12/3/1991,male ,4,83
135330,Petra,E,12/4/1991,female,4,10
135334,Shelly,F,12/5/1991,male,3,68
135338,Kylynn,G,12/6/1991,male ,5,30
135342,Zia,H,12/7/1991,female,4,33
135346,Lee,I,12/8/1991,male,3,95
135350,Patience,J,12/9/1991,male ,3,33
135354,Dakota,K,12/10/1991,female,3,54
135358,Lisandra,L,12/11/1991,male,4,55
135362,Shay,M,12/12/1991,male ,3,77
135366,Sigourney,N,12/13/1991,female,3,15
135370,Zenia,O,12/14/1991,male,4,69
135374,Galena,P,12/15/1991,male ,3,87
135378,Margaret,Q,12/16/1991,female,5,27
135382,Nerea,R,12/17/1991,male,4,58
135386,Tanya,S,12/18/1991,male ,5,59
135390,Kendall,T,12/19/1991,female,5,26
135394,Rose,U,12/20/1991,male,3,97
135398,Erin,V,12/21/1991,male ,4,16
135402,Violet,W,12/22/1991,female,3,86
135406,Halee,X,12/23/1991,male,3,20
135410,Grace,Y,12/24/1991,male ,5,52
135414,Cecilia,Z,12/25/1991,female,3,22
135418,Blythe,A,12/26/1991,male,3,74
135422,Charde,B,12/27/1991,male ,4,89
135426,Hayfa,C,12/28/1991,female,3,43
135430,Imani,D,12/29/1991,male,3,64
135434,Cassady,E,12/30/1991,male ,4,90
135438,Kerry,F,12/31/1991,female,3,39
135442,Brynne,G,1/1/1992,male,5,20
135446,Kelsey,H,1/2/1992,male ,3,59
135450,Tara,I,1/3/1992,female,5,72
135454,Lynn,J,1/4/1992,male,5,39
135458,Alana,K,1/5/1992,male ,3,30
135462,Sonia,L,1/6/1992,female,3,42
135466,Tanya,M,1/7/1992,male,4,19
135470,Idona,N,1/8/1992,male ,5,43
135474,Deirdre,O,1/9/1992,female,5,90
135478,Naomi,P,1/10/1992,male,3,66
135482,Deirdre,Q,1/11/1992,male ,4,29
135486,Regina,R,1/12/1992,female,3,57
135490,Nomlanga,S,1/13/1992,male,3,30
135494,Zelda,T,1/14/1992,male ,4,39
135498,Ursa,U,1/15/1992,female,4,63
135502,Kiayada,V,1/16/1992,male,4,13
135506,Nicole,W,1/17/1992,male ,5,95
135510,Xaviera,X,1/18/1992,female,5,74
135514,Zelenia,Y,1/19/1992,male,4,80
135518,Phoebe,Z,1/20/1992,male ,5,95
135522,Shay,A,1/21/1992,female,5,79
135526,Shaeleigh,B,1/22/1992,male,4,95
135530,Idona,C,1/23/1992,male ,4,40
135534,Neve,D,1/24/1992,female,3,22
135538,Ciara,E,1/25/1992,male,3,32
135542,Laurel,F,1/26/1992,male ,3,51
135546,Ignacia,G,1/27/1992,female,3,81
135550,Aphrodite,H,1/28/1992,male,5,70
135554,Gay,I,1/29/1992,male ,5,88
135558,Ruth,J,1/30/1992,female,5,66
135562,Indira,K,1/31/1992,male,3,100
135566,Rinah,L,2/1/1992,male ,5,74
135570,Eve,M,2/2/1992,female,4,25
135574,Nicole,N,2/3/1992,male,4,67
135578,Freya,O,2/4/1992,male ,5,63
135582,Cara,P,2/5/1992,female,4,25
135586,Rana,Q,2/6/1992,male,5,53
135590,Anika,R,2/7/1992,male ,5,73
135594,Avye,S,2/8/1992,female,5,61
135598,Robin,T,2/9/1992,male,4,44
135602,Astra,U,2/10/1992,male ,5,86
135606,Freya,V,2/11/1992,female,3,98
135610,Sacha,W,2/12/1992,male,3,93
135614,Madonna,X,2/13/1992,male ,3,92
135618,Noelle,Y,2/14/1992,female,4,76
135622,Kay,Z,2/15/1992,male,4,36
135626,Pearl,A,2/16/1992,male ,4,18
135630,Genevieve,B,2/17/1992,female,4,70
135634,Madonna,C,2/18/1992,male,5,17
135638,Eden,D,2/19/1992,male ,3,25
135642,Anne,E,2/20/1992,female,4,27
135646,Rana,F,2/21/1992,male,5,86
135650,Calista,G,2/22/1992,male ,4,86
135654,Yoko,H,2/23/1992,female,5,47
135658,Summer,I,2/24/1992,male,5,87
135662,Karen,J,2/25/1992,male ,3,11
135666,Giselle,K,2/26/1992,female,3,13
135670,Reagan,L,2/27/1992,male,5,29
135674,Naida,M,2/28/1992,male ,3,54
135678,Jordan,N,2/29/1992,female,4,64
135682,Medge,O,3/1/1992,male,5,84
135686,Celeste,P,3/2/1992,male ,5,30
135690,Melissa,Q,3/3/1992,female,4,38
135694,Madeline,R,3/4/1992,male,4,89
135698,Jena,S,3/5/1992,male ,3,37
135702,Lee,T,3/6/1992,female,5,92
135706,Cora,U,3/7/1992,male,4,85
135710,Scarlett,V,3/8/1992,male ,5,71
135714,Phyllis,W,3/9/1992,female,5,71
135718,Alma,X,3/10/1992,male,3,76
135722,Brielle,Y,3/11/1992,male ,3,43
135726,Melinda,Z,3/12/1992,female,3,54
135730,Petra,A,3/13/1992,male,3,82
135734,Shelly,B,3/14/1992,male ,4,25
135738,Kylynn,C,3/15/1992,female,3,16
135742,Zia,D,3/16/1992,male,3,21
135746,Lee,E,3/17/1992,male ,4,51
135750,Patience,F,3/18/1992,female,3,17
135754,Dakota,G,3/19/1992,male,5,17
135758,Lisandra,H,3/20/1992,male ,4,100
135762,Shay,I,3/21/1992,female,5,65
135766,Sigourney,J,3/22/1992,male,5,15
135770,Zenia,K,3/23/1992,male ,4,63
135774,Galena,L,3/24/1992,female,4,17
135778,Margaret,M,3/25/1992,male,5,18
135782,Nerea,N,3/26/1992,male ,3,52
135786,Tanya,O,3/27/1992,female,4,39
135790,Kendall,P,3/28/1992,male,3,61
135794,Rose,Q,3/29/1992,male ,3,89
135798,Erin,R,3/30/1992,female,5,27
135802,Violet,S,3/31/1992,male,5,11
135806,Halee,T,4/1/1992,male ,3,86
135810,Grace,U,4/2/1992,female,3,16
135814,Cecilia,V,4/3/1992,male,3,84
135818,Blythe,W,4/4/1992,male ,3,63
135822,Charde,X,4/5/1992,female,5,56
135826,Hayfa,Y,4/6/1992,male,5,45
135830,Imani,Z,4/7/1992,male ,3,30
135834,Cassady,A,4/8/1992,female,5,97
135838,Kerry,B,4/9/1992,male,4,64
135842,Brynne,C,4/10/1992,male ,4,83
135846,Kelsey,D,4/11/1992,female,4,96
135850,Tara,E,4/12/1992,male,5,92
135854,Lynn,F,4/13/1992,male ,4,72
135858,Alana,G,4/14/1992,female,5,37
135862,Sonia,H,4/15/1992,male,4,51
135866,Tanya,I,4/16/1992,male ,5,34
135870,Idona,J,4/17/1992,female,4,18
135874,Deirdre,K,4/18/1992,male,4,84
135878,Naomi,L,4/19/1992,male ,3,89
135882,Deirdre,M,4/20/1992,female,4,98
135886,Regina,N,4/21/1992,male,5,83
135890,Nomlanga,O,4/22/1992,male ,4,87
135894,Zelda,P,4/23/1992,female,5,62
135898,Ursa,Q,4/24/1992,male,4,69
135902,Kiayada,R,4/25/1992,male ,3,48
135906,Nicole,S,4/26/1992,female,4,38
135910,Xaviera,T,4/27/1992,male,4,34
135914,Zelenia,U,4/28/1992,male ,5,87
135918,Phoebe,V,4/29/1992,female,5,59
135922,Shay,W,4/30/1992,male,5,98
135926,Shaeleigh,X,5/1/1992,male ,5,50
135930,Idona,Y,5/2/1992,female,3,11
135934,Neve,Z,5/3/1992,male,3,14
135938,Ciara,A,5/4/1992,male ,3,46
135942,Laurel,B,5/5/1992,female,5,63
135946,Ignacia,C,5/6/1992,male,3,22
135950,Aphrodite,D,5/7/1992,male ,4,71
135954,Gay,E,5/8/1992,female,3,65
135958,Ruth,F,5/9/1992,male,3,94
135962,Indira,G,5/10/1992,male ,3,13
135966,Rinah,H,5/11/1992,female,5,95
135970,Eve,I,5/12/1992,male,4,38
135974,Nicole,J,5/13/1992,male ,5,29
135978,Freya,K,5/14/1992,female,4,16
135982,Cara,L,5/15/1992,male,4,26
135986,Rana,M,5/16/1992,male ,3,93
135990,Anika,N,5/17/1992,female,3,95
135994,Avye,O,5/18/1992,male,4,99
135998,Robin,P,5/19/1992,male ,3,32
136002,Astra,Q,5/20/1992,female,3,99
136006,Freya,R,5/21/1992,male,5,63
136010,Sacha,S,5/22/1992,male ,4,16
136014,Madonna,T,5/23/1992,female,4,71
136018,Noelle,U,5/24/1992,male,3,58
136022,Kay,V,5/25/1992,male ,5,92
136026,Pearl,W,5/26/1992,female,5,14
136030,Genevieve,X,5/27/1992,male,4,52
136034,Madonna,Y,5/28/1992,male ,4,83
136038,Eden,Z,5/29/1992,female,4,23
136042,Anne,A,5/30/1992,male,3,37
136046,Rana,B,5/31/1992,male ,4,55
136050,Calista,C,6/1/1992,female,3,54
136054,Yoko,D,6/2/1992,male,3,22
136058,Summer,E,6/3/1992,male ,5,20
136062,Karen,F,6/4/1992,female,5,72
136066,Giselle,G,6/5/1992,male,4,23
136070,Reagan,H,6/6/1992,male ,5,25
136074,Naida,I,6/7/1992,female,3,32
136078,Jordan,J,6/8/1992,male,5,14
136082,Medge,K,6/9/1992,male ,5,17
136086,Celeste,L,6/10/1992,female,5,17
136090,Melissa,M,6/11/1992,male,5,14
136094,Madeline,N,6/12/1992,male ,3,57
136098,Jena,O,6/13/1992,female,4,38
136102,Lee,P,6/14/1992,male,3,61
136106,Cora,Q,6/15/1992,male ,3,60
136110,Scarlett,R,6/16/1992,female,5,15
136114,Phyllis,S,6/17/1992,male,4,43
136118,Alma,T,6/18/1992,male ,5,77
136122,Brielle,U,6/19/1992,female,5,72
136126,Melinda,V,6/20/1992,male,3,50
136130,Petra,W,6/21/1992,male ,4,63
136134,Shelly,X,6/22/1992,female,3,84
136138,Kylynn,Y,6/23/1992,male,5,67
136142,Zia,Z,6/24/1992,male ,5,12
136146,Lee,A,6/25/1992,female,3,62
136150,Patience,B,6/26/1992,male,4,61
136154,Dakota,C,6/27/1992,male ,5,68
136158,Lisandra,D,6/28/1992,female,3,61
136162,Shay,E,6/29/1992,male,3,92
136166,Sigourney,F,6/30/1992,male ,4,46
136170,Zenia,G,7/1/1992,female,3,83
136174,Galena,H,7/2/1992,male,5,19
136178,Margaret,I,7/3/1992,male ,5,64
136182,Nerea,J,7/4/1992,female,4,35
136186,Tanya,K,7/5/1992,male,4,47
136190,Kendall,L,7/6/1992,male ,5,90
136194,Rose,M,7/7/1992,female,4,63
136198,Erin,N,7/8/1992,male,4,68
136202,Violet,O,7/9/1992,male ,3,81
136206,Halee,P,7/10/1992,female,3,62
136210,Grace,Q,7/11/1992,male,5,15
136214,Cecilia,R,7/12/1992,male ,5,29
136218,Blythe,S,7/13/1992,female,3,91
136222,Charde,T,7/14/1992,male,5,80
136226,Hayfa,U,7/15/1992,male ,3,87
136230,Imani,V,7/16/1992,female,3,43
136234,Cassady,W,7/17/1992,male,5,18
136238,Kerry,X,7/18/1992,male ,3,91
136242,Brynne,Y,7/19/1992,female,3,16
136246,Kelsey,Z,7/20/1992,male,4,98
136250,Tara,A,7/21/1992,male ,3,63
136254,Lynn,B,7/22/1992,female,4,74
136258,Alana,C,7/23/1992,male,4,18
136262,Sonia,D,7/24/1992,male ,4,88
136266,Tanya,E,7/25/1992,female,4,10
136270,Idona,F,7/26/1992,male,4,77
136274,Deirdre,G,7/27/1992,male ,5,23
136278,Naomi,H,7/28/1992,female,3,43
136282,Deirdre,I,7/29/1992,male,3,12
136286,Regina,J,7/30/1992,male ,5,36
136290,Nomlanga,K,7/31/1992,female,4,89
136294,Zelda,L,8/1/1992,male,3,19
136298,Ursa,M,8/2/1992,male ,3,72
136302,Kiayada,N,8/3/1992,female,4,24
136306,Nicole,O,8/4/1992,male,4,82
136310,Xaviera,P,8/5/1992,male ,5,69
136314,Zelenia,Q,8/6/1992,female,4,77
136318,Phoebe,R,8/7/1992,male,5,32
136322,Shay,S,8/8/1992,male ,3,40
136326,Shaeleigh,T,8/9/1992,female,4,10
136330,Idona,U,8/10/1992,male,3,97
136334,Neve,V,8/11/1992,male ,4,80
136338,Ciara,W,8/12/1992,female,4,83
136342,Laurel,X,8/13/1992,male,5,88
136346,Ignacia,Y,8/14/1992,male ,4,40
136350,Aphrodite,Z,8/15/1992,female,5,64
136354,Gay,A,8/16/1992,male,5,98
136358,Ruth,B,8/17/1992,male ,3,53
136362,Indira,C,8/18/1992,female,4,66
136366,Rinah,D,8/19/1992,male,4,25
136370,Eve,E,8/20/1992,male ,5,37
136374,Nicole,F,8/21/1992,female,5,16
136378,Freya,G,8/22/1992,male,5,27
136382,Cara,H,8/23/1992,male ,3,34
136386,Rana,I,8/24/1992,female,3,83
136390,Anika,J,8/25/1992,male,3,61
136394,Avye,K,8/26/1992,male ,4,50
136398,Robin,L,8/27/1992,female,3,85
136402,Astra,M,8/28/1992,male,5,24
136406,Freya,N,8/29/1992,male ,3,42
136410,Sacha,O,8/30/1992,female,3,64
136414,Madonna,P,8/31/1992,male,5,63
136418,Noelle,Q,9/1/1992,male ,5,48
136422,Kay,R,9/2/1992,female,3,63
136426,Pearl,S,9/3/1992,male,5,70
136430,Genevieve,T,9/4/1992,male ,4,15
136434,Madonna,U,9/5/1992,female,4,35
136438,Eden,V,9/6/1992,male,3,70
136442,Anne,W,9/7/1992,male ,3,15
136446,Rana,X,9/8/1992,female,4,65
136450,Calista,Y,9/9/1992,male,5,16
136454,Yoko,Z,9/10/1992,male ,4,99
136458,Summer,A,9/11/1992,female,5,96
136462,Karen,B,9/12/1992,male,4,17
136466,Giselle,C,9/13/1992,male ,4,72
136470,Reagan,D,9/14/1992,female,3,53
136474,Naida,E,9/15/1992,male,5,97
136478,Jordan,F,9/16/1992,male ,4,17
136482,Medge,G,9/17/1992,female,3,74
136486,Celeste,H,9/18/1992,male,4,21
136490,Melissa,I,9/19/1992,male ,3,23
136494,Madeline,J,9/20/1992,female,3,20
136498,Jena,K,9/21/1992,male,4,18
136502,Lee,L,9/22/1992,male ,3,59
136506,Cora,M,9/23/1992,female,5,51
136510,Scarlett,N,9/24/1992,male,4,58
136514,Phyllis,O,9/25/1992,male ,3,24
136518,Alma,P,9/26/1992,female,5,40
136522,Brielle,Q,9/27/1992,male,3,99
136526,Melinda,R,9/28/1992,male ,4,79
136530,Petra,S,9/29/1992,female,4,27
136534,Shelly,T,9/30/1992,male,5,55
136538,Kylynn,U,10/1/1992,male ,4,31
136542,Zia,V,10/2/1992,female,3,94
136546,Lee,W,10/3/1992,male,4,73
136550,Patience,X,10/4/1992,male ,4,84
136554,Dakota,Y,10/5/1992,female,4,30
136558,Lisandra,Z,10/6/1992,male,5,50
136562,Shay,A,10/7/1992,male ,3,36
136566,Sigourney,B,10/8/1992,female,3,38
136570,Zenia,C,10/9/1992,male,4,39
136574,Galena,D,10/10/1992,male ,5,57
136578,Margaret,E,10/11/1992,female,3,23
136582,Nerea,F,10/12/1992,male,5,76
136586,Tanya,G,10/13/1992,male ,3,71
136590,Kendall,H,10/14/1992,female,5,79
136594,Rose,I,10/15/1992,male,3,100
136598,Erin,J,10/16/1992,male ,4,33
136602,Violet,K,10/17/1992,female,4,60
